uuid,title,slide_url,paper_url
c5297402-ad56-468d-a46b-c3b0a1c91e6f,List-decodable Linear Regression,nips.cc/media/neurips-2019/Slides/15789.pdf,proceedings.neurips.cc/paper/2019/file/7f5fc754c7af0a6370c9bf91314e79f4-Paper.pdf
15374208-2d22-40f1-9978-d964757aba41,Machine Learning Estimation of Heterogeneous Treatment Effects with Instruments,vsyrgkanis.com/camera_ready/neurips19/ml_instruments/instruments.pdf,proceedings.neurips.cc/paper/2019/file/3b2acfe2e38102074656ed938abf4ac3-Paper.pdf
3779de4e-a363-4eb3-ac99-07999fdf47ce,On Exact Computation with an Infinitely Wide Neural Net,nips.cc/media/neurips-2019/Slides/15845.pdf,proceedings.neurips.cc/paper/2019/file/dbc4d84bfcfe2284ba11beffb853a8c4-Paper.pdf
354da617-ded9-45af-91ee-0e92463f0bf1,On the Hardness of Robust Classification,www.cs.ox.ac.uk/files/11245/long-presentation-slides.pdf,proceedings.neurips.cc/paper/2019/file/8133415ea4647b6345849fb38311cf32-Paper.pdf
a09ec6e8-fab4-428b-a54d-2d0e8f065347,Point-Voxel CNN for Efficient 3D Deep Learning,nips.cc/media/neurips-2019/Slides/15734.pdf,proceedings.neurips.cc/paper/2019/file/5737034557ef5b8c02c0e46513b98f90-Paper.pdf
bd8cc432-45ad-4e28-a0fd-a294d2a75769,Identification of Conditional Causal Effects under Markov Equivalence,nips.cc/media/neurips-2019/Slides/15678.pdf,proceedings.neurips.cc/paper/2019/file/b2ead76dfdc4ae56a2abd1896ec46291-Paper.pdf
d9bedc7c-8cfb-4aa5-b5d4-0f4ff8333fbf,"Adversarial Examples Are Not Bugs, They Are Features",nips.cc/media/neurips-2019/Slides/15791.pdf,proceedings.neurips.cc/paper/2019/file/e2c420d928d4bf8ce0ff2ec19b371514-Paper.pdf
e2052ff6-2d9f-481a-865b-f128bed89de5,Neural Networks with Cheap Differential Operators,nips.cc/media/neurips-2019/Slides/15735.pdf,proceedings.neurips.cc/paper/2019/file/770f8e448d07586afbf77bb59f698587-Paper.pdf
391a0f57-a150-44f3-a804-ce58ca608a5f,Likelihood-Free Overcomplete ICA and Applications In Causal Discovery,nips.cc/media/neurips-2019/Slides/15679.pdf,proceedings.neurips.cc/paper/2019/file/20885c72ca35d75619d6a378edea9f76-Paper.pdf
78c8c0d9-bf06-4166-99ce-bcd32745cad7,Efficient and Accurate Estimation of Lipschitz Constants for Deep Neural Networks,www.seas.upenn.edu/~mahyarfa/files/Slides_NeurIPS_2019.pdf,proceedings.neurips.cc/paper/2019/file/95e1533eb1b20a97777749fb94fdb944-Paper.pdf
