uuid,title,slide_url,paper_url
1d0fd917-62d1-4b31-9dcb-70c73a48a0b6,A Contrastive Divergence for Combining Variational Inference and MCMC,icml.cc/media/icml-2019/Slides/4697.pdf,proceedings.mlr.press/v97/ruiz19a/ruiz19a.pdf
9a5af024-4450-475a-b695-58ded4552b32,Regret Circuits: Composability of Regret Minimizers,icml.cc/media/icml-2019/Slides/4434.pdf,proceedings.mlr.press/v97/farina19b/farina19b.pdf
54552276-9cdb-4dee-a732-59498fdd3685,Adversarial Attacks on Node Embeddings via Graph Poisoning,icml.cc/media/icml-2019/Slides/4730.pdf,proceedings.mlr.press/v97/bojchevski19a/bojchevski19a.pdf
d32ca4d9-3aac-4655-8638-c424a0aae650,PA-GD: On the Convergence of Perturbed Alternating Gradient Descent to Second-Order Stationary Points for Structured Nonconvex Optimization,icml.cc/media/icml-2019/Slides/4752.pdf,proceedings.mlr.press/v97/lu19a/lu19a.pdf
7cc0f8a6-0e92-495c-90dc-05f968ab8fe9,Calibrated Approximate Bayesian Inference,icml.cc/media/icml-2019/Slides/4698.pdf,proceedings.mlr.press/v97/xing19a/xing19a.pdf
f3f66933-f0ae-4137-a6e7-9a470a9e8d4d,Manifold Mixup: Better Representations by Interpolating Hidden States,icml.cc/media/icml-2019/Slides/4511.pdf,proceedings.mlr.press/v97/verma19a/verma19a.pdf
a0dc606b-d1d0-4167-81d7-b9c7c8b16e75,Game Theoretic Optimization via Gradient-based Nikaido-Isoda Function,icml.cc/media/icml-2019/Slides/4435.pdf,proceedings.mlr.press/v97/raghunathan19a/raghunathan19a.pdf
00bca809-097e-403a-9da6-0ab353ea5536,On Efficient Optimal Transport: An Analysis of Greedy and Accelerated Mirror Descent Algorithms,icml.cc/media/icml-2019/Slides/5014.pdf,proceedings.mlr.press/v97/lin19a/lin19a.pdf
24558a8b-2135-40a5-9bc2-ad3d3908ad69,First-Order Adversarial Vulnerability of Neural Networks and Input Dimension,icml.cc/media/icml-2019/Slides/4731.pdf,proceedings.mlr.press/v97/simon-gabriel19a/simon-gabriel19a.pdf
20faa323-bdba-4afe-a27f-c5b173935e06,"Ithemal: Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Networks",icml.cc/media/icml-2019/Slides/4819.pdf,proceedings.mlr.press/v97/mendis19a/mendis19a.pdf
ef395191-fa6c-4c98-a0cf-c0c8ea3590bb,Making Deep Q-learning methods robust to time discretization,icml.cc/media/icml-2019/Slides/4577.pdf,proceedings.mlr.press/v97/tallec19a/tallec19a.pdf
49071841-fb5d-4e78-bd41-621c9221c400,Feature Grouping as a Stochastic Regularizer for High-Dimensional Structured Data,icml.cc/media/icml-2019/Slides/4391.pdf,proceedings.mlr.press/v97/aydore19a/aydore19a.pdf
d72130cf-0baf-45bb-93be-4723a6817e73,Improved Zeroth-Order Variance Reduced Algorithms and Analysis for Nonconvex Optimization,icml.cc/media/icml-2019/Slides/4753.pdf,proceedings.mlr.press/v97/ji19a/ji19a.pdf
90e60573-128e-4478-8493-923a256ee351,Stable-Predictive Optimistic Counterfactual Regret Minimization,icml.cc/media/icml-2019/Slides/4436.pdf,proceedings.mlr.press/v97/farina19a/farina19a.pdf
78d26580-0676-4646-ae42-6f4c36589582,Metric-Optimized Example Weights,icml.cc/media/icml-2019/Slides/4392.pdf,proceedings.mlr.press/v97/zhao19b/zhao19b.pdf
d20c31dd-ca21-461c-9993-387db7f00234,Learning to Groove with Inverse Sequence Transformations,icml.cc/media/icml-2019/Slides/4820.pdf,proceedings.mlr.press/v97/gillick19a/gillick19a.pdf
38854a27-a8ce-46eb-9745-0513277f3372,Passed & Spurious: Descent Algorithms and Local Minima in Spiked Matrix-Tensor Models,icml.cc/media/icml-2019/Slides/5015.pdf,proceedings.mlr.press/v97/mannelli19a/mannelli19a.pdf
6bb1a3fd-9140-4a4b-ae97-3cd52b64b53e,On Certifying Non-Uniform Bounds against Adversarial Attacks,icml.cc/media/icml-2019/Slides/4732.pdf,proceedings.mlr.press/v97/liu19h/liu19h.pdf
