uuid,title,slide_url,paper_url
1cb7d62d-75a4-45de-932e-ba8fd94ffa93,Domain Generalization with MixStyle,iclr.cc/media/iclr-2021/Slides/2738.pdf,openreview.net/pdf?id=6xHJ37MVxxp
11d17ca8-d6eb-4f91-8cd0-2e5c0e6474df,Wasserstein-2 Generative Networks,iclr.cc/media/iclr-2021/Slides/2664.pdf,openreview.net/pdf?id=bEoxzW_EXsa
52c9c257-9f44-413c-96b9-d409ae35587e,Neural Jump Ordinary Differential Equations: Consistent Continuous-Time Prediction and Filtering,iclr.cc/media/iclr-2021/Slides/3339.pdf,openreview.net/pdf?id=JFKR3WqwyXR
b15c41b9-7586-4c11-9aa8-54656386ad7e,QPLEX: Duplex Dueling Multi-Agent Q-Learning,iclr.cc/media/iclr-2021/Slides/3237.pdf,openreview.net/pdf?id=Rcmk0xxIQV
91bf4072-7818-40d5-a03c-c39a48b247f8,Mutual Information State Intrinsic Control,iclr.cc/media/iclr-2021/Slides/2723.pdf,openreview.net/pdf?id=OthEq8I5v1
c8b993c6-f4b8-4899-9a71-aeca06d46d8c,Does enhanced shape bias improve neural network robustness to common corruptions?,iclr.cc/media/iclr-2021/Slides/3235.pdf,openreview.net/pdf?id=yUxUNaj2Sl
317c5e6e-98ac-434b-8f7f-4b1cdb21fb20,SALD: Sign Agnostic Learning with Derivatives,iclr.cc/media/iclr-2021/Slides/3221.pdf,openreview.net/pdf?id=7EDgLu9reQD
baca3e81-22d5-4ea4-94e2-a34128e47ccc,Wasserstein Embedding for Graph Learning,iclr.cc/media/iclr-2021/Slides/3182.pdf,openreview.net/pdf?id=AAes_3W-2z
a578f956-0b84-4f52-a91f-3bbff42f8a5e,Learning N:M  Fine-grained Structured Sparse Neural Networks From Scratch,iclr.cc/media/iclr-2021/Slides/3174.pdf,openreview.net/pdf?id=K9bw7vqp_s
e12a705b-543b-4818-817f-7dd6baa5c981,LEAF: A Learnable Frontend for Audio Classification,iclr.cc/media/iclr-2021/Slides/2668.pdf,openreview.net/pdf?id=jM76BCb6F9m
39073a1f-77c4-484c-98d1-d6821e629b56,Gauge Equivariant Mesh CNNs: Anisotropic convolutions on geometric graphs,iclr.cc/media/iclr-2021/Slides/3367.pdf,openreview.net/pdf?id=Jnspzp-oIZE
1b98ec44-b87e-4a55-9cfc-39004d5de688,Towards Robust Neural Networks via Close-loop Control,iclr.cc/media/iclr-2021/Slides/2963.pdf,openreview.net/pdf?id=2AL06y9cDE-
1c216d07-915f-43f9-8628-231282db86ad,Randomized Ensembled Double Q-Learning: Learning Fast Without a Model,iclr.cc/media/iclr-2021/Slides/3320.pdf,openreview.net/pdf?id=AY8zfZm0tDd
4d03a553-f44c-4e2d-83a0-611e457ce50c,Rapid Neural Architecture Search by Learning to Generate Graphs from Datasets,iclr.cc/media/iclr-2021/Slides/3142.pdf,openreview.net/pdf?id=rkQuFUmUOg3
85499a5c-751a-4aa0-8bb8-6f7581419b4e,A Good Image Generator Is What You Need for High-Resolution Video Synthesis,iclr.cc/media/iclr-2021/Slides/2810.pdf,openreview.net/pdf?id=6puCSjH3hwA
a63866fd-b67f-4918-bcb1-b4d39e5e263e,PSTNet: Point Spatio-Temporal Convolution on Point Cloud Sequences,iclr.cc/media/iclr-2021/Slides/3101.pdf,openreview.net/pdf?id=O3bqkf_Puys
a22706d7-07da-4e95-9b7e-2a571ab3ccdb,WaNet - Imperceptible Warping-based Backdoor Attack,iclr.cc/media/iclr-2021/Slides/3087.pdf,openreview.net/pdf?id=eEn8KTtJOx
dcb9cafb-afe3-47e6-bd5d-a7f9c382bbfc,Implicit Normalizing Flows,iclr.cc/media/iclr-2021/Slides/2983.pdf,openreview.net/pdf?id=8PS8m9oYtNy
6d3cf4c6-d577-4cbc-b217-0afbed88be9b,Progressive Skeletonization: Trimming more fat from a network at initialization,iclr.cc/media/iclr-2021/Slides/2957.pdf,openreview.net/pdf?id=9GsFOUyUPi
7cb183c4-fc43-4d4b-bbc5-fce4e4ff0f3f,SaliencyMix: A Saliency Guided Data Augmentation Strategy for Better Regularization,iclr.cc/media/iclr-2021/Slides/2986.pdf,openreview.net/pdf?id=-M0QkvBGTTq
699a9723-490d-42ab-89a2-22665278da2a,On the Universality of the Double Descent Peak in Ridgeless Regression,iclr.cc/media/iclr-2021/Slides/2611.pdf,openreview.net/pdf?id=0IO5VdnSAaH
eb818cb6-2a20-4d5f-8792-d16284b28b2d,Rethinking the Role of Gradient-based Attribution Methods for Model Interpretability,iclr.cc/media/iclr-2021/Slides/2943.pdf,openreview.net/pdf?id=dYeAHXnpWJ4
f4b9a092-eb90-49f0-9d93-272731fa7ba4,What Can You Learn From Your Muscles? Learning Visual Representation from Human Interactions,iclr.cc/media/iclr-2021/Slides/2586.pdf,openreview.net/pdf?id=Qm8UNVCFdh
e07d8a2b-b663-42b7-a263-2b84c803d4a8,Scaling Symbolic Methods using Gradients for Neural Model Explanation,iclr.cc/media/iclr-2021/Slides/2581.pdf,openreview.net/pdf?id=V5j-jdoDDP
d2d4a9d9-84cf-4040-9c58-30e9ec45be26,Shape-Texture Debiased Neural Network Training,iclr.cc/media/iclr-2021/Slides/2870.pdf,openreview.net/pdf?id=Db4yerZTYkz
b275bba0-48fd-46b0-ab9b-766eba46743e,Multi-Time Attention Networks for Irregularly Sampled Time Series,iclr.cc/media/iclr-2021/Slides/2703.pdf,openreview.net/pdf?id=4c0J6lwQ4_
cb1ec4f1-bff3-4c62-bb6e-047d1a845ba0,"On the Stability of Fine-tuning BERT: Misconceptions, Explanations, and Strong Baselines",iclr.cc/media/iclr-2021/Slides/2558.pdf,openreview.net/pdf?id=nzpLWnVAyah
6f26412a-87cb-47f4-95ee-69d699c713f3,The Traveling Observer Model: Multi-task Learning Through Spatial Variable Embeddings,iclr.cc/media/iclr-2021/Slides/3007.pdf,openreview.net/pdf?id=qYda4oLEc1
808685a5-a25f-49d1-abd7-c068e78d4b93,Universal approximation power of deep residual neural networks via nonlinear control theory,iclr.cc/media/iclr-2021/Slides/3010.pdf,openreview.net/pdf?id=-IXhmY16R3M
c00d8f09-b548-4927-ac77-480937941812,Plan-Based Relaxed Reward Shaping for Goal-Directed Tasks,iclr.cc/media/iclr-2021/Slides/3020.pdf,openreview.net/pdf?id=w2Z2OwVNeK
e05cf7ec-1e75-4276-bcbe-f87f3aebabea,Single-Photon Image Classification,iclr.cc/media/iclr-2021/Slides/3024.pdf,openreview.net/pdf?id=CHLhSw9pSw8
99682ad5-6afa-449c-bca9-ff0cbff8af80,Training GANs with Stronger Augmentations via Contrastive Discriminator,iclr.cc/media/iclr-2021/Slides/2840.pdf,openreview.net/pdf?id=eo6U4CAwVmg
c350acb7-1d81-453c-ab85-1041dfc2ac7b,Language-Agnostic Representation Learning of Source Code from Structure and Context,iclr.cc/media/iclr-2021/Slides/2838.pdf,openreview.net/pdf?id=Xh5eMZVONGF
4f329f26-5dfc-44d0-a6a8-7ca89c2bb748,MoVie: Revisiting Modulated Convolutions for Visual Counting and Beyond,iclr.cc/media/iclr-2021/Slides/3071.pdf,openreview.net/pdf?id=8e6BrwU6AjQ
a82e2d73-0cac-4011-b07d-a19fe3be36dc,Revisiting Few-sample BERT Fine-tuning,iclr.cc/media/iclr-2021/Slides/2678.pdf,openreview.net/pdf?id=cO1IH43yUF
eb6c55e8-1342-46a7-8a62-344d19f1edb7,Overparameterisation and worst-case generalisation: friend or foe?,iclr.cc/media/iclr-2021/Slides/2683.pdf,openreview.net/pdf?id=jphnJNOwe36
ce590000-9cef-4ded-9fd6-66968f3d88ce,Into the Wild with AudioScope: Unsupervised Audio-Visual Separation of On-Screen Sounds,iclr.cc/media/iclr-2021/Slides/3161.pdf,openreview.net/pdf?id=MDsQkFP1Aw
3e433aa2-217e-4871-8ee2-42c2362cb444,Shapley Explanation Networks,iclr.cc/media/iclr-2021/Slides/3172.pdf,openreview.net/pdf?id=vsU0efpivw
cf7f1218-e7ec-4f2c-9387-0283fe7524cf,The role of Disentanglement in Generalisation,iclr.cc/media/iclr-2021/Slides/3173.pdf,openreview.net/pdf?id=qbH974jKUVy
94e7a408-7b63-490a-a663-aed2c751720e,Image Augmentation Is All You Need: Regularizing Deep Reinforcement Learning from Pixels,iclr.cc/media/iclr-2021/Slides/3188.pdf,openreview.net/pdf?id=GY6-6sTvGaf
359df19f-7905-4f65-88e4-f9a48cc35eef,Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation,iclr.cc/media/iclr-2021/Slides/3193.pdf,openreview.net/pdf?id=Wj4ODo0uyCF
dc586300-5844-49c1-ac99-daced52f27ec,Learning Structural Edits via Incremental Tree Transformations,iclr.cc/media/iclr-2021/Slides/3205.pdf,openreview.net/pdf?id=v9hAX77--cZ
