uuid,title,slide_url,paper_url
2c174bd2-c920-4a52-b69a-44f59a2075a6,Amortized Conditional Normalized Maximum Likelihood: Reliable Out of Distribution Uncertainty Estimation,icml.cc/media/icml-2021/Slides/9306.pdf,proceedings.mlr.press/v139/zhou21b/zhou21b.pdf
9b22e38c-9b1d-45a3-b815-24102d5487bc,GLSearch: Maximum Common Subgraph Detection via Learning to Search,icml.cc/media/icml-2021/Slides/10447.pdf,proceedings.mlr.press/v139/bai21e/bai21e.pdf
55ad87aa-1da5-4255-8d14-44260a72f97b,Dueling Convex Optimization,icml.cc/media/icml-2021/Slides/10441_NjI1bpw.pdf,proceedings.mlr.press/v139/saha21b/saha21b.pdf
ef7ac0c9-5446-46fb-ae29-33a0499c7630,Oops I Took A Gradient: Scalable Sampling for Discrete Distributions,icml.cc/media/icml-2021/Slides/9335.pdf,proceedings.mlr.press/v139/grathwohl21a/grathwohl21a.pdf
86cba0d2-8e96-41ad-86c4-03fc72cc5446,Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks,icml.cc/media/icml-2021/Slides/9155.pdf,proceedings.mlr.press/v139/aladago21a/aladago21a.pdf
c3311bd6-6c12-4e08-a489-3ee5d2482cfe,Amortized Conditional Normalized Maximum Likelihood: Reliable Out of Distribution Uncertainty Estimation,icml.cc/media/icml-2021/Slides/9305.pdf,proceedings.mlr.press/v139/zhou21b/zhou21b.pdf
49219bd9-99a4-4134-a25d-95805e1aaaf5,Learning Node Representations Using Stationary Flow Prediction on Large Payment and Cash Transaction Networks,icml.cc/media/icml-2021/Slides/9941.pdf,proceedings.mlr.press/v139/ceylan21a/ceylan21a.pdf
f969f795-7a8f-49fd-b11f-d4be89135597,Sparsifying Networks via Subdifferential Inclusion,icml.cc/media/icml-2021/Slides/10671.pdf,proceedings.mlr.press/v139/verma21b/verma21b.pdf
d5792ff8-4846-4377-91d6-bf030d996afa,Targeted Data Acquisition for Evolving Negotiation Agents,icml.cc/media/icml-2021/Slides/9211.pdf,proceedings.mlr.press/v139/kwon21a/kwon21a.pdf
45eaaccc-9b44-4328-90f6-ca30dd03cc3f,Decentralized Riemannian Gradient Descent on the Stiefel Manifold,icml.cc/media/icml-2021/Slides/8405.pdf,proceedings.mlr.press/v139/chen21g/chen21g.pdf
fb04177b-c84f-4a97-af0f-1ad0256bb4cd,Unsupervised Learning of Visual 3D Keypoints for Control,icml.cc/media/icml-2021/Slides/9719_cylzX8a.pdf,proceedings.mlr.press/v139/chen21b/chen21b.pdf
3eaa0a41-ebb4-43ba-a1cc-50579259a043,Diversity Actor-Critic: Sample-Aware Entropy Regularization for Sample-Efficient Exploration,icml.cc/media/icml-2021/Slides/10269.pdf,proceedings.mlr.press/v139/han21a/han21a.pdf
d6f1f8a7-bec9-4fa7-897b-1f9ed9bed1f8,Winograd Algorithm for AdderNet,icml.cc/media/icml-2021/Slides/8909.pdf,proceedings.mlr.press/v139/li21c/li21c.pdf
