,index,title,slide_url,paper_url,filename
0,0,A Contrastive Divergence for Combining Variational Inference and MCMC,icml.cc/media/icml-2019/Slides/4697.pdf,proceedings.mlr.press/v97/ruiz19a/ruiz19a.pdf,0.pdf
1,1,Regret Circuits: Composability of Regret Minimizers,icml.cc/media/icml-2019/Slides/4434.pdf,proceedings.mlr.press/v97/farina19b/farina19b.pdf,1.pdf
2,2,Adversarial Attacks on Node Embeddings via Graph Poisoning,icml.cc/media/icml-2019/Slides/4730.pdf,proceedings.mlr.press/v97/bojchevski19a/bojchevski19a.pdf,2.pdf
3,3,PA-GD: On the Convergence of Perturbed Alternating Gradient Descent to Second-Order Stationary Points for Structured Nonconvex Optimization,icml.cc/media/icml-2019/Slides/4752.pdf,proceedings.mlr.press/v97/lu19a/lu19a.pdf,3.pdf
4,4,Calibrated Approximate Bayesian Inference,icml.cc/media/icml-2019/Slides/4698.pdf,proceedings.mlr.press/v97/xing19a/xing19a.pdf,4.pdf
5,5,Manifold Mixup: Better Representations by Interpolating Hidden States,icml.cc/media/icml-2019/Slides/4511.pdf,proceedings.mlr.press/v97/verma19a/verma19a.pdf,5.pdf
6,6,Game Theoretic Optimization via Gradient-based Nikaido-Isoda Function,icml.cc/media/icml-2019/Slides/4435.pdf,proceedings.mlr.press/v97/raghunathan19a/raghunathan19a.pdf,6.pdf
7,7,On Efficient Optimal Transport: An Analysis of Greedy and Accelerated Mirror Descent Algorithms,icml.cc/media/icml-2019/Slides/5014.pdf,proceedings.mlr.press/v97/lin19a/lin19a.pdf,7.pdf
8,8,First-Order Adversarial Vulnerability of Neural Networks and Input Dimension,icml.cc/media/icml-2019/Slides/4731.pdf,proceedings.mlr.press/v97/simon-gabriel19a/simon-gabriel19a.pdf,8.pdf
9,9,"Ithemal: Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Networks",icml.cc/media/icml-2019/Slides/4819.pdf,proceedings.mlr.press/v97/mendis19a/mendis19a.pdf,9.pdf
10,10,Making Deep Q-learning methods robust to time discretization,icml.cc/media/icml-2019/Slides/4577.pdf,proceedings.mlr.press/v97/tallec19a/tallec19a.pdf,10.pdf
11,11,Feature Grouping as a Stochastic Regularizer for High-Dimensional Structured Data,icml.cc/media/icml-2019/Slides/4391.pdf,proceedings.mlr.press/v97/aydore19a/aydore19a.pdf,11.pdf
12,12,Improved Zeroth-Order Variance Reduced Algorithms and Analysis for Nonconvex Optimization,icml.cc/media/icml-2019/Slides/4753.pdf,proceedings.mlr.press/v97/ji19a/ji19a.pdf,12.pdf
13,13,Stable-Predictive Optimistic Counterfactual Regret Minimization,icml.cc/media/icml-2019/Slides/4436.pdf,proceedings.mlr.press/v97/farina19a/farina19a.pdf,13.pdf
14,14,Metric-Optimized Example Weights,icml.cc/media/icml-2019/Slides/4392.pdf,proceedings.mlr.press/v97/zhao19b/zhao19b.pdf,14.pdf
15,15,Learning to Groove with Inverse Sequence Transformations,icml.cc/media/icml-2019/Slides/4820.pdf,proceedings.mlr.press/v97/gillick19a/gillick19a.pdf,15.pdf
16,16,Passed & Spurious: Descent Algorithms and Local Minima in Spiked Matrix-Tensor Models,icml.cc/media/icml-2019/Slides/5015.pdf,proceedings.mlr.press/v97/mannelli19a/mannelli19a.pdf,16.pdf
17,17,On Certifying Non-Uniform Bounds against Adversarial Attacks,icml.cc/media/icml-2019/Slides/4732.pdf,proceedings.mlr.press/v97/liu19h/liu19h.pdf,17.pdf
18,18,Nonlinear Distributional Gradient Temporal-Difference Learning,icml.cc/media/icml-2019/Slides/4578.pdf,proceedings.mlr.press/v97/qu19b/qu19b.pdf,18.pdf
19,19,Moment-Based Variational Inference for Markov Jump Processes,icml.cc/media/icml-2019/Slides/4699.pdf,proceedings.mlr.press/v97/wildner19a/wildner19a.pdf,19.pdf
20,20,Faster Stochastic Alternating Direction Method of Multipliers for Nonconvex Optimization,icml.cc/media/icml-2019/Slides/4754.pdf,proceedings.mlr.press/v97/huang19a/huang19a.pdf,20.pdf
21,21,Processing Megapixel Images with Deep Attention-Sampling Models,icml.cc/media/icml-2019/Slides/4512.pdf,proceedings.mlr.press/v97/katharopoulos19a/katharopoulos19a.pdf,21.pdf
22,22,Improving Adversarial Robustness via Promoting Ensemble Diversity,icml.cc/media/icml-2019/Slides/4733.pdf,proceedings.mlr.press/v97/pang19a/pang19a.pdf,22.pdf
23,23,Teaching a black-box learner,icml.cc/media/icml-2019/Slides/5016.pdf,proceedings.mlr.press/v97/dasgupta19a/dasgupta19a.pdf,23.pdf
24,24,Lower Bounds for Smooth Nonconvex Finite-Sum Optimization,icml.cc/media/icml-2019/Slides/4755.pdf,proceedings.mlr.press/v97/zhou19b/zhou19b.pdf,24.pdf
25,25,When Samples Are Strategically Selected,icml.cc/media/icml-2019/Slides/4437.pdf,proceedings.mlr.press/v97/zhang19c/zhang19c.pdf,25.pdf
26,26,Grid-Wise Control for Multi-Agent Reinforcement Learning in Video Game AI,icml.cc/media/icml-2019/Slides/4821.pdf,proceedings.mlr.press/v97/han19a/han19a.pdf,26.pdf
27,27,Composing Entropic Policies using Divergence Correction,icml.cc/media/icml-2019/Slides/4579.pdf,proceedings.mlr.press/v97/hunt19a/hunt19a.pdf,27.pdf
28,28,TapNet: Neural Network Augmented with Task-Adaptive Projection for Few-Shot Learning,icml.cc/media/icml-2019/Slides/4513.pdf,proceedings.mlr.press/v97/yoon19a/yoon19a.pdf,28.pdf
29,29,Understanding MCMC Dynamics as Flows on the Wasserstein Space,icml.cc/media/icml-2019/Slides/4700.pdf,proceedings.mlr.press/v97/liu19j/liu19j.pdf,29.pdf
30,30,Improving Model Selection by Employing the Test Data,icml.cc/media/icml-2019/Slides/4393.pdf,proceedings.mlr.press/v97/westphal19a/westphal19a.pdf,30.pdf
31,31,HOList: An Environment for Machine Learning of Higher Order Logic Theorem Proving,icml.cc/media/icml-2019/Slides/4822.pdf,proceedings.mlr.press/v97/bansal19a/bansal19a.pdf,31.pdf
32,32,Topological Data Analysis of Decision Boundaries with Application to Model Selection,icml.cc/media/icml-2019/Slides/4394.pdf,proceedings.mlr.press/v97/ramamurthy19a/ramamurthy19a.pdf,32.pdf
33,33,Statistical Foundations of Virtual Democracy,icml.cc/media/icml-2019/Slides/4438.pdf,proceedings.mlr.press/v97/kahng19a/kahng19a.pdf,33.pdf
34,34,Nonconvex Variance Reduced Optimization with Arbitrary Sampling,icml.cc/media/icml-2019/Slides/4756.pdf,proceedings.mlr.press/v97/horvath19a/horvath19a.pdf,34.pdf
35,35,PAC Learnability of Node Functions in Networked Dynamical Systems,icml.cc/media/icml-2019/Slides/5017.pdf,proceedings.mlr.press/v97/adiga19a/adiga19a.pdf,35.pdf
36,36,LR-GLM: High-Dimensional Bayesian Inference Using Low-Rank Data Approximations,icml.cc/media/icml-2019/Slides/4701.pdf,proceedings.mlr.press/v97/trippe19a/trippe19a.pdf,36.pdf
37,37,TibGM: A Transferable and Information-Based Graphical Model Approach for Reinforcement Learning,icml.cc/media/icml-2019/Slides/4580.pdf,proceedings.mlr.press/v97/adel19a/adel19a.pdf,37.pdf
38,38,Online Meta-Learning,icml.cc/media/icml-2019/Slides/4514.pdf,proceedings.mlr.press/v97/finn19a/finn19a.pdf,38.pdf
39,39,Adversarial camera stickers: A physical camera-based attack on deep learning systems,icml.cc/media/icml-2019/Slides/4734.pdf,proceedings.mlr.press/v97/li19j/li19j.pdf,39.pdf
40,40,Multi-Agent Adversarial Inverse Reinforcement Learning,icml.cc/media/icml-2019/Slides/4581.pdf,proceedings.mlr.press/v97/yu19e/yu19e.pdf,40.pdf
41,41,Molecular Hypergraph Grammar with Its Application to Molecular Optimization,icml.cc/media/icml-2019/Slides/4823.pdf,proceedings.mlr.press/v97/kajino19a/kajino19a.pdf,41.pdf
42,42,Training Neural Networks with Local Error Signals,icml.cc/media/icml-2019/Slides/4515.pdf,proceedings.mlr.press/v97/nokland19a/nokland19a.pdf,42.pdf
43,43,Online learning with kernel losses,icml.cc/media/icml-2019/Slides/5018.pdf,proceedings.mlr.press/v97/chatterji19a/chatterji19a.pdf,43.pdf
44,44,Amortized Monte Carlo Integration,icml.cc/media/icml-2019/Slides/4702.pdf,proceedings.mlr.press/v97/golinski19a/golinski19a.pdf,44.pdf
45,45,Optimal Auctions through Deep Learning,icml.cc/media/icml-2019/Slides/4439.pdf,proceedings.mlr.press/v97/duetting19a/duetting19a.pdf,45.pdf
46,46,Sparse Extreme Multi-label Learning with Oracle Property,icml.cc/media/icml-2019/Slides/4396.pdf,proceedings.mlr.press/v97/liu19d/liu19d.pdf,46.pdf
47,47,A Composite Randomized Incremental Gradient Method,icml.cc/media/icml-2019/Slides/4758.pdf,proceedings.mlr.press/v97/zhang19n/zhang19n.pdf,47.pdf
48,48,Stein Point Markov Chain Monte Carlo,icml.cc/media/icml-2019/Slides/4703.pdf,proceedings.mlr.press/v97/chen19b/chen19b.pdf,48.pdf
49,49,GMNN: Graph Markov Neural Networks,icml.cc/media/icml-2019/Slides/4516.pdf,proceedings.mlr.press/v97/qu19a/qu19a.pdf,49.pdf
50,50,Learning to Clear the Market,icml.cc/media/icml-2019/Slides/4440.pdf,proceedings.mlr.press/v97/shen19b/shen19b.pdf,50.pdf
51,51,Graph Neural Network for Music Score Data and Modeling Expressive Piano Performance,icml.cc/media/icml-2019/Slides/4824.pdf,proceedings.mlr.press/v97/jeong19a/jeong19a.pdf,51.pdf
52,52,Policy Consolidation for Continual Reinforcement Learning,icml.cc/media/icml-2019/Slides/4582.pdf,proceedings.mlr.press/v97/kaplanis19a/kaplanis19a.pdf,52.pdf
53,53,Nearest Neighbor and Kernel Survival Analysis: Nonasymptotic Error Bounds and Strong Consistency Rates,icml.cc/media/icml-2019/Slides/5019.pdf,proceedings.mlr.press/v97/chen19a/chen19a.pdf,53.pdf
54,54,POPQORN: Quantifying Robustness of Recurrent Neural Networks,icml.cc/media/icml-2019/Slides/4736.pdf,proceedings.mlr.press/v97/ko19a/ko19a.pdf,54.pdf
55,55,Learning to Prove Theorems via Interacting with Proof Assistants,icml.cc/media/icml-2019/Slides/4825.pdf,proceedings.mlr.press/v97/yang19a/yang19a.pdf,55.pdf
56,56,Shape Constraints for Set Functions,icml.cc/media/icml-2019/Slides/4397.pdf,proceedings.mlr.press/v97/cotter19a/cotter19a.pdf,56.pdf
57,57,Learning to bid in revenue-maximizing auctions,icml.cc/media/icml-2019/Slides/4441.pdf,proceedings.mlr.press/v97/nedelec19a/nedelec19a.pdf,57.pdf
58,58,Off-Policy Deep Reinforcement Learning without Exploration,icml.cc/media/icml-2019/Slides/4583.pdf,proceedings.mlr.press/v97/fujimoto19a/fujimoto19a.pdf,58.pdf
59,59,Optimal Continuous DR-Submodular Maximization and Applications to Provable Mean Field Inference,icml.cc/media/icml-2019/Slides/4759.pdf,proceedings.mlr.press/v97/bian19a/bian19a.pdf,59.pdf
60,60,Self-Attention Graph Pooling,icml.cc/media/icml-2019/Slides/4517.pdf,proceedings.mlr.press/v97/lee19c/lee19c.pdf,60.pdf
61,61,Fast and Simple Natural-Gradient Variational Inference with Mixture of Exponential-family Approximations,icml.cc/media/icml-2019/Slides/4704.pdf,proceedings.mlr.press/v97/lin19b/lin19b.pdf,61.pdf
62,62,Using Pre-Training Can Improve Model Robustness and Uncertainty,icml.cc/media/icml-2019/Slides/4737.pdf,proceedings.mlr.press/v97/hendrycks19a/hendrycks19a.pdf,62.pdf
63,63,Fast Rates for a kNN Classifier Robust to Unknown Asymmetric Label Noise,icml.cc/media/icml-2019/Slides/5020.pdf,proceedings.mlr.press/v97/reeve19a/reeve19a.pdf,63.pdf
64,64,Circuit-GNN: Graph Neural Networks for Distributed Circuit Design,icml.cc/media/icml-2019/Slides/4826.pdf,proceedings.mlr.press/v97/zhang19e/zhang19e.pdf,64.pdf
65,65,Random Expert Distillation: Imitation Learning via Expert Policy Support Estimation,icml.cc/media/icml-2019/Slides/4584.pdf,proceedings.mlr.press/v97/wang19d/wang19d.pdf,65.pdf
66,66,Open-ended learning in symmetric zero-sum games,icml.cc/media/icml-2019/Slides/4442.pdf,proceedings.mlr.press/v97/balduzzi19a/balduzzi19a.pdf,66.pdf
67,67,On The Power of Curriculum Learning in Training Deep Networks,icml.cc/media/icml-2019/Slides/4398.pdf,proceedings.mlr.press/v97/hacohen19a/hacohen19a.pdf,67.pdf
68,68,Combating Label Noise in Deep Learning using Abstention,icml.cc/media/icml-2019/Slides/4518.pdf,proceedings.mlr.press/v97/thulasidasan19a/thulasidasan19a.pdf,68.pdf
69,69,Generalized No Free Lunch Theorem for Adversarial Robustness,icml.cc/media/icml-2019/Slides/4738.pdf,proceedings.mlr.press/v97/dohmatob19a/dohmatob19a.pdf,69.pdf
70,70,Multiplicative Weights Updates as a distributed constrained optimization algorithm: Convergence to second-order stationary points almost always,icml.cc/media/icml-2019/Slides/4760.pdf,proceedings.mlr.press/v97/panageas19a/panageas19a.pdf,70.pdf
71,71,Uniform Convergence Rate of the Kernel Density Estimator Adaptive to Intrinsic Volume Dimension,icml.cc/media/icml-2019/Slides/5021.pdf,proceedings.mlr.press/v97/kim19e/kim19e.pdf,71.pdf
72,72,Correlated Variational Auto-Encoders,icml.cc/media/icml-2019/Slides/4706.pdf,proceedings.mlr.press/v97/tang19b/tang19b.pdf,72.pdf
73,73,Voronoi Boundary Classification: A High-Dimensional Geometric Approach via Weighted Monte Carlo Integration,icml.cc/media/icml-2019/Slides/4399.pdf,proceedings.mlr.press/v97/polianskii19a/polianskii19a.pdf,73.pdf
74,74,PROVEN: Verifying Robustness of Neural Networks with a Probabilistic Approach,icml.cc/media/icml-2019/Slides/4739.pdf,proceedings.mlr.press/v97/weng19a/weng19a.pdf,74.pdf
75,75,LGM-Net: Learning to Generate Matching Networks for Few-Shot Learning,icml.cc/media/icml-2019/Slides/4519.pdf,proceedings.mlr.press/v97/li19c/li19c.pdf,75.pdf
76,76,Deep Counterfactual Regret Minimization,icml.cc/media/icml-2019/Slides/4443.pdf,proceedings.mlr.press/v97/brown19b/brown19b.pdf,76.pdf
77,77,Revisiting the Softmax Bellman Operator: New Benefits and New Perspective,icml.cc/media/icml-2019/Slides/4585.pdf,proceedings.mlr.press/v97/song19c/song19c.pdf,77.pdf
78,78,Learning to Optimize Multigrid PDE Solvers,icml.cc/media/icml-2019/Slides/4827.pdf,proceedings.mlr.press/v97/greenfeld19a/greenfeld19a.pdf,78.pdf
79,79,Robust Decision Trees Against Adversarial Examples,icml.cc/media/icml-2019/Slides/4401.pdf,proceedings.mlr.press/v97/chen19m/chen19m.pdf,79.pdf
80,80,Safe Policy Improvement with Baseline Bootstrapping,icml.cc/media/icml-2019/Slides/5156.pdf,proceedings.mlr.press/v97/laroche19a/laroche19a.pdf,80.pdf
81,81,Generalized Approximate Survey Propagation for High-Dimensional Estimation,icml.cc/media/icml-2019/Slides/4445.pdf,proceedings.mlr.press/v97/lucibello19a/lucibello19a.pdf,81.pdf
82,82,Projection onto Minkowski Sums with Application to Constrained Learning,icml.cc/media/icml-2019/Slides/4664.pdf,proceedings.mlr.press/v97/lange19a/lange19a.pdf,82.pdf
83,83,Blended Conditonal Gradients,icml.cc/media/icml-2019/Slides/4665.pdf,proceedings.mlr.press/v97/braun19a/braun19a.pdf,83.pdf
84,84,Multivariate-Information Adversarial Ensemble for Scalable Joint Distribution Matching,icml.cc/media/icml-2019/Slides/4621.pdf,proceedings.mlr.press/v97/chen19l/chen19l.pdf,84.pdf
85,85,Lexicographic and Depth-Sensitive Margins in Homogeneous and Non-Homogeneous Deep Models,icml.cc/media/icml-2019/Slides/4358.pdf,proceedings.mlr.press/v97/nacson19a/nacson19a.pdf,85.pdf
86,86,Automatic Classifiers as Scientific Instruments: One Step Further Away from Ground-Truth,icml.cc/media/icml-2019/Slides/4402.pdf,proceedings.mlr.press/v97/whitehill19a/whitehill19a.pdf,86.pdf
87,87,Learning deep kernels for exponential family densities,icml.cc/media/icml-2019/Slides/4709.pdf,proceedings.mlr.press/v97/wenliang19a/wenliang19a.pdf,87.pdf
88,88,Learning Hawkes Processes Under Synchronization Noise,icml.cc/media/icml-2019/Slides/4830.pdf,proceedings.mlr.press/v97/trouleau19a/trouleau19a.pdf,88.pdf
89,89,Boosted Density Estimation Remastered,icml.cc/media/icml-2019/Slides/4446.pdf,proceedings.mlr.press/v97/cranko19b/cranko19b.pdf,89.pdf
90,90,CURIOUS: Intrinsically Motivated Modular Multi-Goal Reinforcement Learning,icml.cc/media/icml-2019/Slides/4588.pdf,proceedings.mlr.press/v97/colas19a/colas19a.pdf,90.pdf
91,91,Distributional Reinforcement Learning for Efficient Exploration,icml.cc/media/icml-2019/Slides/5157.pdf,proceedings.mlr.press/v97/mavrin19a/mavrin19a.pdf,91.pdf
92,92,High-Fidelity Image Generation With Fewer Labels,icml.cc/media/icml-2019/Slides/4622.pdf,proceedings.mlr.press/v97/lucic19a/lucic19a.pdf,92.pdf
