,index,title,slide_url,paper_url,filename
0,0,Learning Temporally Causal Latent Processes from General Temporal Data,iclr.cc/media/iclr-2022/Slides/6675.pdf,openreview.net/pdf?id=RDlLMjLJXdq,0.pdf
1,1,Dropout Q-Functions for Doubly Efficient Reinforcement Learning,iclr.cc/media/iclr-2022/Slides/6233.pdf,openreview.net/pdf?id=xCVJMsPv3RT,1.pdf
2,2,"Learning Fast, Learning Slow: A General Continual Learning Method based on Complementary Learning System",iclr.cc/media/iclr-2022/Slides/6559.pdf,openreview.net/pdf?id=uxxFrDwrE7Y,2.pdf
3,3,Generalisation in Lifelong Reinforcement Learning through Logical Composition ,iclr.cc/media/iclr-2022/Slides/6562.pdf,openreview.net/pdf?id=ZOcX-eybqoL,3.pdf
4,4,Bootstrapping Semantic Segmentation with Regional Contrast,iclr.cc/media/iclr-2022/Slides/6375.pdf,openreview.net/pdf?id=6u6N8WWwYSM,4.pdf
5,5,Who Is Your Right Mixup Partner in Positive and Unlabeled Learning,iclr.cc/media/iclr-2022/Slides/5904.pdf,openreview.net/pdf?id=NH29920YEmj,5.pdf
6,6,Constrained Policy Optimization via Bayesian World Models,iclr.cc/media/iclr-2022/Slides/6499.pdf,openreview.net/pdf?id=PRZoSmCinhf,6.pdf
7,7,PriorGrad: Improving Conditional Denoising Diffusion Models with Data-Dependent Adaptive Prior,iclr.cc/media/iclr-2022/Slides/6445.pdf,openreview.net/pdf?id=_BNiN4IjC5,7.pdf
8,8,The Role of Permutation Invariance in Linear Mode Connectivity of Neural Networks,iclr.cc/media/iclr-2022/Slides/6604.pdf,openreview.net/pdf?id=dNigytemkL,8.pdf
9,9,Scale Mixtures of Neural Network Gaussian Processes,iclr.cc/media/iclr-2022/Slides/6289.pdf,openreview.net/pdf?id=YVPBh4k78iZ,9.pdf
10,10,Understanding and Improving Graph Injection Attack by Promoting Unnoticeability,iclr.cc/media/iclr-2022/Slides/6046.pdf,openreview.net/pdf?id=wkMG8cdvh7-,10.pdf
11,11,MetaShift: A Dataset of Datasets for Evaluating Contextual Distribution Shifts and Training Conflicts,iclr.cc/media/iclr-2022/Slides/6433.pdf,openreview.net/pdf?id=MTex8qKavoS,11.pdf
12,12,Training Structured Neural Networks Through Manifold Identification and Variance Reduction,iclr.cc/media/iclr-2022/Slides/6536.pdf,openreview.net/pdf?id=mdUYT5QV0O,12.pdf
13,13,Expressivity of Emergent Languages is a Trade-off between Contextual Complexity and Unpredictability,iclr.cc/media/iclr-2022/Slides/6566.pdf,openreview.net/pdf?id=WxuE_JWxjkW,13.pdf
14,14,Evidential Turing Processes ,iclr.cc/media/iclr-2022/Slides/6361_iP6MRmx.pdf,openreview.net/pdf?id=84NMXTHYe-,14.pdf
15,15,PF-GNN: Differentiable particle filtering based approximation of universal graph representations,iclr.cc/media/iclr-2022/Slides/5982.pdf,openreview.net/pdf?id=oh4TirnfSem,15.pdf
16,16,Task Affinity with Maximum Bipartite Matching in Few-Shot Learning,iclr.cc/media/iclr-2022/Slides/6214.pdf,openreview.net/pdf?id=u2GZOiUTbt,16.pdf
17,17,A Generalized Weighted Optimization Method for Computational Learning and Inversion,iclr.cc/media/iclr-2022/Slides/7110.pdf,openreview.net/pdf?id=14F3fI6MGxX,17.pdf
18,18,Understanding Intrinsic Robustness Using Label Uncertainty,iclr.cc/media/iclr-2022/Slides/6167.pdf,openreview.net/pdf?id=6ET9SzlgNX,18.pdf
19,19,Learning Transferable Reward for Query Object Localization with Policy Adaptation,iclr.cc/media/iclr-2022/Slides/6128.pdf,openreview.net/pdf?id=92tYQiil17,19.pdf
20,20,PAC Prediction Sets Under Covariate Shift,iclr.cc/media/iclr-2022/Slides/6314.pdf,openreview.net/pdf?id=DhP9L8vIyLc,20.pdf
